login_success,wrong_password,invalid_user,last_login_success,last_ip_login_success,user,source_ip,source_port,anomaly
0,0,1,0,0,profile1,102.22.177.9,50290,1
0,0,1,0,1,profile1,102.22.177.9,56554,1
0,0,1,0,1,profile1,102.22.177.9,51287,1
0,0,1,0,1,profile1,102.22.177.9,65310,1
0,0,1,0,0,user1,102.22.177.9,65164,1
0,0,1,0,1,user1,102.22.177.9,49799,1
0,0,1,0,1,user1,102.22.177.9,61666,1
0,0,1,0,1,user1,102.22.177.9,52598,1
0,0,1,0,1,user1,102.22.177.9,63510,1
0,0,1,0,1,user1,102.22.177.9,54295,1
0,0,1,0,1,user1,102.22.177.9,49384,1
0,0,1,0,1,user1,102.22.177.9,57323,1
0,0,1,0,1,user1,102.22.177.9,58589,1
0,0,1,0,1,user1,102.22.177.9,51808,1
0,0,1,0,1,user1,102.22.177.9,53133,1
0,0,1,0,1,user1,102.22.177.9,54157,1
0,0,1,0,1,user1,102.22.177.9,55448,1
0,0,1,0,1,user1,102.22.177.9,56758,1
0,0,1,0,1,user1,102.22.177.9,57801,1
0,0,1,0,1,user1,102.22.177.9,58338,1
0,0,1,0,1,user1,102.22.177.9,59616,1
0,0,1,0,1,user1,102.22.177.9,65004,1
0,0,1,0,1,user1,102.22.177.9,49896,1
0,0,1,0,1,user1,102.22.177.9,51051,1
0,0,1,0,0,admin1,102.22.177.9,52185,1
0,0,1,0,1,admin1,102.22.177.9,55930,1
0,0,1,0,1,admin1,102.22.177.9,57240,1
0,0,1,0,1,admin1,102.22.177.9,58396,1
0,0,1,0,1,admin1,102.22.177.9,59632,1
0,0,1,0,1,admin1,102.22.177.9,60934,1
0,0,1,0,1,admin1,102.22.177.9,62192,1
0,0,1,0,1,admin1,102.22.177.9,63266,1
0,0,1,0,1,admin1,102.22.177.9,64442,1
0,0,1,0,1,admin1,102.22.177.9,49326,1
0,0,1,0,1,admin1,102.22.177.9,50334,1
0,0,1,0,1,admin1,102.22.177.9,51609,1
0,0,1,0,1,admin1,102.22.177.9,52705,1
0,0,1,0,1,admin1,102.22.177.9,53871,1
0,0,1,0,1,admin1,102.22.177.9,51674,1
0,0,1,0,1,admin1,102.22.177.9,51451,1
0,0,1,0,1,admin1,102.22.177.9,53225,1
0,0,1,0,1,admin1,102.22.177.9,54396,1
0,0,1,0,1,admin1,102.22.177.9,55563,1
0,0,1,0,1,admin1,102.22.177.9,56790,1
0,1,0,0,0,root,102.22.177.9,63215,1
0,1,0,0,1,root,102.22.177.9,64499,1
0,1,0,0,1,root,102.22.177.9,49261,1
0,1,0,0,1,root,102.22.177.9,50257,1
0,1,0,0,1,root,102.22.177.9,51372,1
0,1,0,0,1,root,102.22.177.9,52654,1
0,1,0,0,1,root,102.22.177.9,53079,1
0,1,0,0,1,root,102.22.177.9,54431,1
0,1,0,0,1,root,102.22.177.9,55753,1
0,1,0,0,1,root,102.22.177.9,57142,1
0,1,0,0,1,root,102.22.177.9,58252,1
0,1,0,0,1,root,102.22.177.9,59491,1
0,1,0,0,1,root,102.22.177.9,60141,1
0,1,0,0,1,root,102.22.177.9,61483,1
0,1,0,0,1,root,102.22.177.9,62605,1
0,1,0,0,1,root,102.22.177.9,63628,1
0,1,0,0,1,root,102.22.177.9,64844,1
0,1,0,0,1,root,102.22.177.9,49454,1
0,1,0,0,1,root,102.22.177.9,53689,1
0,0,1,0,0,ubnt,102.22.177.9,51863,1
0,0,1,0,1,ubnt,102.22.177.9,52685,1
0,0,1,0,1,ubnt,102.22.177.9,53880,1
0,0,1,0,1,ubnt,102.22.177.9,54951,1
0,0,1,0,1,ubnt,102.22.177.9,61055,1
0,0,1,0,1,ubnt,102.22.177.9,62132,1
0,0,1,0,1,ubnt,102.22.177.9,52283,1
0,0,1,0,1,ubnt,102.22.177.9,53467,1
0,1,0,0,0,myazure1,182.66.55.189,36534,0
0,1,0,0,1,myazure1,182.66.55.189,36534,0
0,1,0,0,1,myazure1,182.66.55.189,36534,0
0,0,1,0,1,ubnt,102.22.177.9,54754,1
0,0,1,0,1,ubnt,102.22.177.9,55841,1
0,0,1,0,1,ubnt,102.22.177.9,57071,1
0,0,1,0,1,ubnt,102.22.177.9,53443,1
0,0,1,0,1,ubnt,102.22.177.9,50006,1
0,0,1,0,1,ubnt,102.22.177.9,51069,1
0,0,1,0,1,ubnt,102.22.177.9,64010,1
0,0,1,0,1,ubnt,102.22.177.9,54058,1
0,0,1,0,1,ubnt,102.22.177.9,60485,1
0,0,1,0,1,ubnt,102.22.177.9,60163,1
0,0,1,0,1,ubnt,102.22.177.9,61289,1
0,0,1,0,1,ubnt,102.22.177.9,62475,1
0,0,1,0,0,administrator,102.22.177.9,61149,1
0,0,1,0,1,administrator,102.22.177.9,62118,1
0,0,1,0,1,administrator,102.22.177.9,63382,1
0,0,1,0,1,administrator,102.22.177.9,64417,1
0,0,1,0,1,administrator,102.22.177.9,64656,1
0,0,1,0,1,administrator,102.22.177.9,49473,1
0,0,1,0,1,administrator,102.22.177.9,50733,1
0,0,1,0,1,administrator,102.22.177.9,61334,1
0,0,1,0,1,administrator,102.22.177.9,62540,1
0,0,1,0,1,administrator,102.22.177.9,54649,1
0,0,1,0,1,administrator,102.22.177.9,58209,1
0,0,1,0,1,administrator,102.22.177.9,59447,1
0,0,1,0,1,administrator,102.22.177.9,61853,1
0,0,1,0,1,administrator,102.22.177.9,63062,1
0,0,1,0,1,administrator,102.22.177.9,64298,1
0,0,1,0,1,administrator,102.22.177.9,49167,1
0,0,1,0,1,administrator,102.22.177.9,50377,1
0,0,1,0,1,administrator,102.22.177.9,51522,1
0,0,1,0,1,administrator,102.22.177.9,52649,1
0,0,1,0,1,administrator,102.22.177.9,53770,1
0,0,1,0,0,web,102.22.177.9,63075,1
0,0,1,0,1,web,102.22.177.9,57556,1
0,0,1,0,1,web,102.22.177.9,55640,1
0,0,1,0,1,web,102.22.177.9,55357,1
0,0,1,0,1,web,102.22.177.9,55652,1
0,0,1,0,1,web,102.22.177.9,50126,1
0,0,1,0,0,tech,102.22.177.9,57149,1
0,0,1,0,1,tech,102.22.177.9,54033,1
0,0,1,0,1,tech,102.22.177.9,55036,1
0,0,1,0,1,tech,102.22.177.9,56434,1
0,0,1,0,1,tech,102.22.177.9,58501,1
0,0,1,0,1,tech,102.22.177.9,59503,1
0,0,1,0,1,tech,102.22.177.9,54709,1
0,0,1,0,1,tech,102.22.177.9,55850,1
0,0,1,0,1,tech,102.22.177.9,57257,1
0,0,1,0,0,pi,216.153.91.8,47896,1
0,0,1,0,1,pi,216.153.91.8,47902,1
0,0,1,0,1,tech,102.22.177.9,58303,1
0,0,1,0,1,tech,102.22.177.9,53541,1
0,0,1,0,1,tech,102.22.177.9,49331,1
0,0,1,0,1,tech,102.22.177.9,64824,1
0,0,1,0,1,tech,102.22.177.9,49739,1
0,0,1,0,1,tech,102.22.177.9,50763,1
0,0,1,0,1,tech,102.22.177.9,51990,1
0,0,1,0,1,tech,102.22.177.9,52993,1
0,0,1,0,0,demo,102.22.177.9,58997,1
0,0,1,0,1,demo,102.22.177.9,59940,1
0,0,1,0,1,demo,102.22.177.9,61197,1
0,0,1,0,1,demo,102.22.177.9,62182,1
0,0,1,0,1,demo,102.22.177.9,63204,1
0,0,1,0,1,demo,102.22.177.9,58886,1
0,0,1,0,1,demo,102.22.177.9,50056,1
0,0,1,0,1,demo,102.22.177.9,57071,1
0,0,1,0,1,demo,102.22.177.9,58056,1
0,0,1,0,1,demo,102.22.177.9,59327,1
0,0,1,0,1,demo,102.22.177.9,60359,1
0,0,1,0,1,demo,102.22.177.9,61661,1
0,0,1,0,1,demo,102.22.177.9,62704,1
0,0,1,0,1,demo,102.22.177.9,64003,1
0,0,1,0,1,demo,102.22.177.9,65015,1
0,0,1,0,1,demo,102.22.177.9,49903,1
0,0,1,0,1,demo,102.22.177.9,50934,1
0,0,1,0,1,demo,102.22.177.9,52159,1
0,0,1,0,1,demo,102.22.177.9,53157,1
0,0,1,0,1,demo,102.22.177.9,55214,1
0,0,1,0,0,telecomadmin,102.22.177.9,56648,1
0,0,1,0,1,telecomadmin,102.22.177.9,57659,1
0,0,1,0,1,telecomadmin,102.22.177.9,58670,1
0,0,1,0,1,telecomadmin,102.22.177.9,59889,1
0,0,1,0,1,telecomadmin,102.22.177.9,60899,1
0,0,1,0,1,telecomadmin,102.22.177.9,62107,1
0,0,1,0,1,telecomadmin,102.22.177.9,63124,1
0,0,1,0,1,telecomadmin,102.22.177.9,54223,1
0,0,1,0,1,telecomadmin,102.22.177.9,63207,1
0,0,1,0,1,telecomadmin,102.22.177.9,64502,1
0,0,1,0,1,telecomadmin,102.22.177.9,65506,1
0,0,1,0,1,telecomadmin,102.22.177.9,50361,1
0,0,1,0,1,telecomadmin,102.22.177.9,49339,1
0,0,1,0,1,telecomadmin,102.22.177.9,60786,1
0,0,1,0,1,telecomadmin,102.22.177.9,49951,1
0,0,1,0,1,telecomadmin,102.22.177.9,51018,1
0,0,1,0,1,telecomadmin,102.22.177.9,57196,1
0,0,1,0,1,telecomadmin,102.22.177.9,58200,1
0,0,1,0,1,telecomadmin,102.22.177.9,56856,1
0,0,1,0,1,telecomadmin,102.22.177.9,59202,1
